id,drug_id,preparation_name,components,interaction_info
123,DDInter1018,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.
124,DDInter1018,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.
125,DDInter1018,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.
126,DDInter1018,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.
127,DDInter1018,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.
128,DDInter1018,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.
129,DDInter1018,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.
130,DDInter1022,,[],The recommended maximum number of medicines in the 'acid suppressant agents' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'acid suppressant agents' category.
131,DDInter1022,,[],The recommended maximum number of medicines in the 'acid suppressant agents' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'acid suppressant agents' category.
132,DDInter1022,,[],The recommended maximum number of medicines in the 'acid suppressant agents' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'acid suppressant agents' category.
133,DDInter1022,,[],The recommended maximum number of medicines in the 'acid suppressant agents' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'acid suppressant agents' category.
134,DDInter1027,,[],The recommended maximum number of medicines in the 'ergot-like drugs' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'ergot-like drugs' category.
135,DDInter1027,,[],The recommended maximum number of medicines in the 'ergot-like drugs' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'ergot-like drugs' category.
136,DDInter1027,,[],The recommended maximum number of medicines in the 'ergot-like drugs' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'ergot-like drugs' category.
137,DDInter1034,,[],The recommended maximum number of medicines in the 'hypnotics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'hypnotics' category.
138,DDInter1048,,[],The recommended maximum number of medicines in the 'beta-adrenergic antiglaucoma agents' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'beta-adrenergic antiglaucoma agents' category.
139,DDInter1050,,[],The recommended maximum number of medicines in the 'beta-adrenergic antiglaucoma agents' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'beta-adrenergic antiglaucoma agents' category.
140,DDInter1045,,[],The recommended maximum number of medicines in the 'calcium channel blockers' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'calcium channel blockers' category.
141,DDInter1045,,[],The recommended maximum number of medicines in the 'calcium channel blockers' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'calcium channel blockers' category.
142,DDInter1045,,[],The recommended maximum number of medicines in the 'calcium channel blockers' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'calcium channel blockers' category.
143,DDInter1045,,[],The recommended maximum number of medicines in the 'calcium channel blockers' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'calcium channel blockers' category.
144,DDInter1045,,[],The recommended maximum number of medicines in the 'calcium channel blockers' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'calcium channel blockers' category.
145,DDInter1045,,[],The recommended maximum number of medicines in the 'calcium channel blockers' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'calcium channel blockers' category.
146,DDInter1045,,[],The recommended maximum number of medicines in the 'calcium channel blockers' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'calcium channel blockers' category.
147,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
148,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
149,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
150,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
151,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
152,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
153,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
154,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
155,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
156,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
157,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
158,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
159,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
160,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
161,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
162,DDInter1053,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.
